Column1,content,Judge_1,Judge_2,Judge_3
834,I liked it,1,1,1
3373,I loved this new chapter of the Harry Potter saga. It's more accessible for adults and kids can still enjoy it. I live in New York and I am waiting impatiently to seeing this play performed on Broadway.,1,1,1
3548,"This is written as a Play Script, so be aware of that. The story continues with Harry and his Son, and it is an amazing addition to the lore we have all grown to love. Rowling has done it again, and kept me hooked. I finished this book in a single read and was gripped the whole time. A great, easy and fun read!",1,1,1
3521,Great story as the kids became parents! Artfully written.,1,1,1
4823,Well written and easy to read once you get used to the format.  Good story.,1,1,1
4039,"What an absolute disappointment, and it has nothing to do with it being a screenplay.

When I read that J.K. Rowling had assisted in this, I was truly excited, thinking that I'd once again be taken back to this wonderful world. I envisioned reliving childhood experiences of losing myself in Hogwarts, imagining that I was there with all these characters that I hold close to my heart.

Unfortunately, this book takes all the magic away. The way these loveable characters are portrayed in quite the opposite: Harry is a disillusioned and angry man, Ginny is God knows what, Hermione's intelligence and wit are gone, and Ron's a backdrop, with no lines with substance, just to name a few.

Along with all the timeline errors, and mistakes in the stories, none of these characters' personalities are the same as the previous books. The storyline itself feels inaccurate, rushed, and not thought out at all.

I really wanted to love this book, because I wanted a chance to travel back to that world, but these aren't J.K. Rowling's characters. These aren't their personalities, their courage, their stories.

If I could give this zero stars, I definitely would.",0,0,0
2220,Fun addition to the Harry Potter family of books. It took a few pages to wrap my brain around the format of the book - actually the script written in book form - but then it just flowed as naturally as reading a regular novel. Anyone that has read the novels should read this book - and will enjoy this book. Characters that were old friends from multiple readings of the first six are greeted with pleasure in this reading. Some nice twists and some nice messages - enough spells to salve my desire for the format of the first six.,1,1,1
1381,I almost quit reading on every page. Only kept going because it was a Harry Potter story and I might need to know the background for another  book.,0,0,0
1992,So disappointed!  How can I unread this garbage?  JKRowlings is a wonderful writer and I have read the Harry Potter series at least 20 times but this book is no where near what she writes.  So upsetting to a huge fan like me!  Can we have our money back?  The characters are so changed that they do not even remotely feel like the original characters. Such a disappointment!  Please rewrite this book yourself JKRowlings and show us your Magic once again!!!,0,0,0
2262,"Since I've been highly involved with theater my whole life, I had zero problems with the fact this was a script, I'm used to reading them. However, this is not Harry Potter. It's sad...and is a complete miss of what the story should have been. I truly wonder how involved JK Rowling was in the writing of this script, because if her name weren't on the front cover I'd say she wasn't involved at all. The characters are just wrong. Original characters personalities are a miss, new characters are inconsequential, overall, I wish I had just left Harry Potter be done, and hadn't bothered reading this. If you are on the fence at all about whether to read this book, just leave it be. Allow the memory of Harry Potter to remain unblemished.",0,0,0
